disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
1240,,,,,25888496.72,16028598.82,9859897.9,2023-10-05T00:00:00.000Z,,3479614,880c5b29dc95fc5dd553354e5e10186f5737ff73,2023-10-05T06:03:23.698Z,21179b69-3917-420f-a56c-c390b5601a0e
1242,,,,,12933681.07,10532227.75,2401453.32,2023-10-05T00:00:00.000Z,,1514019,025d3ce9a347118e21c3c37d46ff494d76e68612,2023-10-05T06:03:23.698Z,c77f54ed-c8a2-4906-a9d9-cb00f44eed29
1243,,,,,3647893.61,2212669.86,1435223.75,2023-10-05T00:00:00.000Z,,580602,978ab8730a40ca6990748dc7aeedf21f72c9f2a2,2023-10-05T06:03:23.698Z,ce306543-34c4-4697-b327-af4cc2933926
1244,,,,,31274411.72,29707892.15,1566519.57,2023-10-05T00:00:00.000Z,,2801027,2eccfd21db0581117c5eca6cf671aa01a5bae2bd,2023-10-05T06:03:23.698Z,c5966299-3e9d-4c24-b19a-ad1b88b59161
1245,,,,,9530146.71,1888561.16,7641585.55,2023-10-05T00:00:00.000Z,,2204299,4541529da0138f6350e17e03113f52557d300849,2023-10-05T06:03:23.698Z,8020327c-eeca-4264-a9ea-ca30165dc3b7
1246,,,,,28957783.36,14984478.32,13973305.04,2023-10-05T00:00:00.000Z,,7197142,03bcd6ec738578b7a6ef988f6ecbcc7224d2e903,2023-10-05T06:03:23.698Z,c656c95e-4273-40d8-bd60-e3ccd7a2cfa7
1247,,,,,611049043.2,210172543.9,400876499.3,2023-10-05T00:00:00.000Z,,220712228,330dc16a86ca09b518a4b4f3587319cbdf2b9c7b,2023-10-05T06:03:23.698Z,e150c4b4-60d2-4b11-b32d-f4403fcdeb02
1248,,,,,8565996.79,2159881.74,6406115.05,2023-10-05T00:00:00.000Z,,996958,6748ba52ed7255115b1c757ccc2e4ad4d84363e0,2023-10-05T06:03:23.698Z,2599efe8-48c3-4e09-b60e-ce57bb983b23
1249,,,,,112018620.6,44714863.89,67303756.69,2023-10-05T00:00:00.000Z,,15005046,7049c10b8765858e5613a12598fe85e13ce7daeb,2023-10-05T06:03:23.698Z,86b3ce51-3a89-48d0-8e0d-ca2640215fd1
1250,,,,,33075261.2,6459569.14,26615692.06,2023-10-05T00:00:00.000Z,,6689836,eaffe84720329715d34456e5106b680c6a19a971,2023-10-05T06:03:23.698Z,43a1289e-17da-48e3-9163-16f37c150159
1251,,,,,26156383.53,13194349,12962034.53,2023-10-05T00:00:00.000Z,,13298291,58122cb69b252f6d579e8fb690d9d638382abe52,2023-10-05T06:03:23.698Z,5c27c6c0-2646-42a4-aee4-afa2655a1ae8
1252,,,,,2022392.91,174832,1847560.91,2023-10-05T00:00:00.000Z,,286725,6e0d8fff1c43cb791cbc9efc3881b85c6680706e,2023-10-05T06:03:23.698Z,78797aad-bc34-4a8f-bc91-36c4a34cb96e
1253,,,,,12908455.45,494514.78,12413940.67,2023-10-05T00:00:00.000Z,,2116175,b1a0b9f99279bb1cf339fabbd9c11ad41efb9865,2023-10-05T06:03:23.698Z,c0ca9740-b5be-467c-9bf3-9ddbea67c003
1254,,,,,6640272.08,576432.34,6063839.74,2023-10-05T00:00:00.000Z,,750065,a465ff77d29f6c4452ff3815723ae5baf14eec52,2023-10-05T06:03:23.698Z,b4b9462d-2533-40fc-9673-0492b936d190
1255,,,,,6183513.64,1401615.75,4781897.89,2023-10-05T00:00:00.000Z,,844215,9e0deabea17cd84444cd24af0962b1b4b4613e03,2023-10-05T06:03:23.698Z,5d93a50c-4809-4137-a99b-059cc7b821b8
1258,,,,,9574047.21,1178287.29,8395759.92,2023-10-05T00:00:00.000Z,,2546649,b6a697ceff612e9bb1e700e9e77d322f0fd57208,2023-10-05T06:03:23.698Z,e4d9c6c2-f5bc-414f-80ba-c793d55bcd9f
1259,,,,,3099238.12,2656536.59,442701.53,2023-10-05T00:00:00.000Z,,1129100,81ab4c42b0cb60e7b3b0f6a42a135da74cdfd30d,2023-10-05T06:03:23.698Z,399a0431-f9cc-47f7-a099-bd9a9e9eed56
1263,,,,,1579219.78,113278.63,1465941.15,2023-10-05T00:00:00.000Z,,235411,c8ad5f3b4f202db6102de29ae78078895451081a,2023-10-05T06:03:23.698Z,6ff8123e-2738-4e9f-b7b4-1027669c177a
2042,,,,,,,,2023-10-05T00:00:00.000Z,,,5425f6470fc810d300718b2597c1dcd3c5f54f1a,2023-10-05T06:03:23.698Z,e5d3753a-d772-4d75-87dd-71cf948996ce
2044,,,,,,,,2023-10-05T00:00:00.000Z,,,51ea090c779f3e2016242d30e025d2bdda5ce696,2023-10-05T06:03:23.698Z,61a62ded-b7a6-40e3-ae6d-00e0c50db403
2071,,,,,3314655.92,3314655.92,,2023-10-05T00:00:00.000Z,,,a5e6154791e406c59238d875a59ff65b22a41934,2023-10-05T06:03:23.698Z,3c0258f2-89c1-46d9-b15d-1480c8aa732a
2073,,,,,172823.13,,172823.13,2023-10-05T00:00:00.000Z,,,b13b9b7b08f92cac2f47e4cfb12ccaafe8bde239,2023-10-05T06:03:23.698Z,6569f3a0-1cb6-4254-8d23-eba8be069b91
2074,,,,,1726889.5,1726889.5,,2023-10-05T00:00:00.000Z,,,aadd4debfd7e54abd1dbc551c7d1eab28338620f,2023-10-05T06:03:23.698Z,54cfbdb0-d862-481e-b71e-64498eb41643
2075,,,,,917118.14,1140896.94,-223778.8,2023-10-05T00:00:00.000Z,,,9144f96991ab2eb31aca0f81be5aae008a9726d7,2023-10-05T06:03:23.698Z,73c66c4e-49d3-462f-8102-9c0da067b67b
2076,,,,,715276.08,406214.9,309061.18,2023-10-05T00:00:00.000Z,,,0cce7e013a45520bd978508f0cf4749dfd09d0ee,2023-10-05T06:03:23.698Z,5d4021cb-a095-47ed-9be4-5a0ad213cdad
2080,,,,,151581.41,,151581.41,2023-10-05T00:00:00.000Z,,,b999eb28caf9848e1ea4beec3a0ec9d274c1a735,2023-10-05T06:03:23.698Z,1e2a86b3-c2e7-4123-99c5-f7a3e60a2107
2081,,,,,145795.3,145795.3,,2023-10-05T00:00:00.000Z,,,62662d15617ec352bf63821e404bd9e51432bcda,2023-10-05T06:03:23.698Z,b86073ba-4f46-498f-a526-b552e4a47b6d
2082,,,,,265690.51,265690.51,,2023-10-05T00:00:00.000Z,,,a76c33db1698b171df2862df69af3777b545eb0b,2023-10-05T06:03:23.698Z,0213c6f9-9f80-481b-aeb7-239de5f81777
1267,,,,,,,,,,2167204,1ba476aa5b95b344e79f9ed5c0b1442849ccb5e0,2023-03-18T13:22:12.883Z,0f5ed8dd-d8e5-4328-9155-372206b47182
2083,,,,,4600101.79,4600101.79,,2023-10-05T00:00:00.000Z,,,5c49ba9efcd65157d744ad92218d4a1559d85af3,2023-10-05T06:03:23.698Z,a486e555-084c-4588-a891-576476a24977
2084,,,,,639513.43,639513.43,,2023-10-05T00:00:00.000Z,,,1a9e7ba8d90f63cf8221782ac394a1b78e8be3f6,2023-10-05T06:03:23.698Z,c444cf69-bff7-4d8b-951c-1c11c3790b87
1270,,,,,,,,,,319783,bb3c5cb8faf9c3e5606bd3f86ff09da517907068,2023-03-18T13:22:12.883Z,df214994-59d2-4075-b52c-894f7f4b358e
2085,,,,,1487401.52,1487401.52,,2023-10-05T00:00:00.000Z,,,45197c5c374bff19f3cea8f315f4c2d648d6b573,2023-10-05T06:03:23.698Z,a7a5c31b-ae1e-46e0-a310-8c34b5c1c5d3
2086,,,,,206437.7,206437.7,,2023-10-05T00:00:00.000Z,,,1a0fc3104b7c1ead25092817f65748eb11cd364f,2023-10-05T06:03:23.698Z,ef7bf2ac-c746-45f0-a25c-446b317908e9
2087,,,,,158330,158330,,2023-10-05T00:00:00.000Z,,,b20df07ec2bc9b9285e55dd5b576b5ef0d5137b0,2023-10-05T06:03:23.698Z,fdb7601e-ae1d-4426-98a5-6621ef0c7cfe
2088,,,,,138096,138096,,2023-10-05T00:00:00.000Z,,,30433cda622b6d7dfb46695e0ceae8a864f14cd0,2023-10-05T06:03:23.698Z,80dcea24-9cb2-498c-94b4-bbace03c014d
2089,,,,,22420,22420,,2023-10-05T00:00:00.000Z,,,4bdfefcb8bbe226c60c54ef18e6491d9a12ab3e9,2023-10-05T06:03:23.698Z,257b832e-3d17-4585-92e3-7e4ea572dae9
2090,,,,,210625.4,210625.4,,2023-10-05T00:00:00.000Z,,,82f95886bb31163efaf7af74f6c7eba63b439fac,2023-10-05T06:03:23.698Z,4e84be8a-e3cf-474d-8777-db5657c76e83
2091,,,,,100369.9,100369.9,,2023-10-05T00:00:00.000Z,,,13348a1101d6d3b210c973e288d2823f5cb2b08c,2023-10-05T06:03:23.698Z,80feae59-41e8-41e5-ac59-6da21f6a0550
2092,,,,,,,,2023-10-05T00:00:00.000Z,,,ad4c8bccd2798bffd64ce4c74f30d3c014290b95,2023-10-05T06:03:23.698Z,618c6cf0-7547-4736-bb30-35e81ce50760
2094,,,,,115026.8,115026.8,,2023-10-05T00:00:00.000Z,,,0e45b5268c34b26a5aa3f51f6ab36e8f726e6b90,2023-10-05T06:03:23.698Z,e281dd17-35f3-4e65-800e-573cf4a2e929
2095,,,,,179704,179704,,2023-10-05T00:00:00.000Z,,,d9fe13297cf9245ff210e24cf4adfe98dd4282fa,2023-10-05T06:03:23.698Z,78225c88-0df6-4b90-aa66-3b6ec905327e
2096,,,,,78682,78682,,2023-10-05T00:00:00.000Z,,,9fda872d19c8003cda8190d189091494982cc248,2023-10-05T06:03:23.698Z,1810b48e-7f6d-4d58-ba88-474c3b4da854
2097,,,,,250772,250772,,2023-10-05T00:00:00.000Z,,,4dd1e3737a7531ce4441304ce9376b9183b0cde1,2023-10-05T06:03:23.698Z,c997590b-b361-4567-9a79-4a8dd30d2162
2098,,,,,4417.78,4417.78,,2023-10-05T00:00:00.000Z,,,fc5c135d00e9315f6add5fd39390e828a7267c92,2023-10-05T06:03:23.698Z,e8d0d488-f4d4-4517-8b0a-ef2f62db6c98
2099,,,,,86755.2,86755.2,,2023-10-05T00:00:00.000Z,,,bebdba990c55cd1e258f733a066c03b565051fb3,2023-10-05T06:03:23.698Z,5b3e3730-377d-4049-bc93-e4e3f487e980
2102,,,,,5283.6,5283.6,,2023-10-05T00:00:00.000Z,,,f6d11abfad452ca388f2092cb2d74022047f2458,2023-10-05T06:03:23.698Z,22043325-834a-4110-b8dd-357c48bd4211
2103,,,,,17711728.14,17711728.14,,2023-10-05T00:00:00.000Z,,,78ead5e2d4cb0ee291d87275f0ec0c3d49793ad6,2023-10-05T06:03:23.698Z,3338a29c-c3fb-4d0e-bb3c-210f02a7101c
2104,,,,,12218145.6,12218145.6,,2023-10-05T00:00:00.000Z,,,36a043da4026b0826b826f10ed565de9d47f3864,2023-10-05T06:03:23.698Z,d11da925-29ee-42a9-be0e-07b898826eec
2107,,,,,145739.3,145739.3,,2023-10-05T00:00:00.000Z,,,ccd5a7ac9e0f5aa01fe8c276c5ac643e2c397f0b,2023-10-05T06:03:23.698Z,dea89e0a-ac28-4746-aec7-7b20dd4ebc1c
2108,,,,,8815.1,8815.1,,2023-10-05T00:00:00.000Z,,,ee8b088fce2a635cc4b87a322dd52cf5d8b60f09,2023-10-05T06:03:23.698Z,3cf98005-cf99-4932-831e-aa0b0c0af968
1290,,,,,,,,,,200782,fbe5b8caa213cd388e1d7773b121c3c74559a5fb,2023-03-18T13:22:12.883Z,ffca81a5-0830-4f1c-b088-0ff4d5bb8e8a
2109,,,,,49833,49833,,2023-10-05T00:00:00.000Z,,,d7caf450a66ec2d26d65233d314a1752d1fb25f5,2023-10-05T06:03:23.698Z,6c12c5f2-e567-4040-9a16-ce3db18cfd05
2110,,,,,16959,16959,,2023-10-05T00:00:00.000Z,,,a6e24fac2ba0cddcf1ad8746ce121f8eded3c479,2023-10-05T06:03:23.698Z,9e5478d2-9a17-4621-8d0c-2c204b7e3d46
2111,,,,,2887129,2887129,,2023-10-05T00:00:00.000Z,,,1aee60340c67d6221ba20b6449e07457a3cc86b7,2023-10-05T06:03:23.698Z,a1c3605a-b25e-4a97-8f1a-eeccaf8f7e22
2112,,,,,3563854.01,3563854.01,,2023-10-05T00:00:00.000Z,,,3f47db310ea3cf52cd568887247ee028bc67a889,2023-10-05T06:03:23.698Z,64348533-b1f9-447a-8f17-3b43c292413a
2113,,,,,171329.2,171329.2,,2023-10-05T00:00:00.000Z,,,a0d1c8e6e0bc8cc7fc23d9fb9849762d896a94c6,2023-10-05T06:03:23.698Z,e692eb46-8f67-4cba-b1e8-a32add491417
1291,,,,,,,,,,381636,8f0f0908874eb215f6e3d73799c8e8d2d29da7b3,2023-03-18T13:22:12.883Z,38aea223-c601-4817-a74e-de666d29392a
1239,,,,,8225378.98,4219882.47,3961713.95,2023-10-05T00:00:00.000Z,,3887494,eae4ec66b8733dbeca8df50ef0476cab217203eb,2023-10-05T03:42:25.243Z,9dec5f82-7311-46a6-9343-99cfba789da0
1257,,,,,33279674.22,9756691.41,23183628.92,2023-10-05T00:00:00.000Z,,18906913,e2a4b7a1f92a3984b30836f408fccb8e0a606220,2023-10-05T03:42:25.243Z,6a754983-ff63-4d68-b198-8208dd9dba8d
5470,,,,,,,,,,0,632c31ecf93420da7e44985de106552e90994371,2023-07-25T23:02:30.960Z,7c3f1b5f-90fc-45ae-b2a0-c10969b52fe1
5471,,,,,,,,,,0,84b7241d62b7bf982f1fae0f56d0e4b3b20712bb,2023-07-25T23:02:30.960Z,7c917300-8f0a-4d84-b574-d27e98859baa
1260,,,,,9863594,3896685.75,5833055.72,2023-10-05T00:00:00.000Z,,1875688,118edd92c2001d744473163c364a141f389b210a,2023-10-05T03:42:25.243Z,1edff968-d15a-44b2-a987-3d86ec2d4aa8
1261,,,,,5735788.21,2349946.79,3385841.42,2023-10-05T00:00:00.000Z,,1096729,baee7bcadb2353a9b9bd43958399677999074b14,2023-10-05T03:42:25.243Z,ddec258f-d1df-4ff1-97be-8becf56bd8c0
1298,,,,,,,,,,195648,becd78b29db0e564a86dcc166b1b06bfed63acc0,2023-03-18T13:22:12.883Z,59620891-042b-4587-9129-74bd8a151fd1
1262,,,,,15377362.84,4437805.23,10793815.08,2023-10-05T00:00:00.000Z,,1494499,117174bf5f80dd5e90611cd5449f153a0c148ff7,2023-10-05T03:42:25.243Z,8d7105f3-27ce-43ae-b4e6-45ccbb4cd65a
1264,,,,,3033110.28,882780.99,2135164.26,2023-10-05T00:00:00.000Z,,915473,911cb59985ce42e7f3cfbf52d5e59104ee184b8c,2023-10-05T03:42:25.243Z,99673617-e69f-49a8-adf2-44c18140be04
1265,,,,,6970269.48,2590192.47,4349918.09,2023-10-05T00:00:00.000Z,,1319820,37f82bc33c9386b419a7d12edebf354c69fe4930,2023-10-05T03:42:25.243Z,31f47b13-39fe-4a37-9f5d-19ab007cdda8
1266,,,,,7265330.4,4572203.46,2603875.52,2023-10-05T00:00:00.000Z,,3634575,739e9bd2af6828eae7bad6f5cbfe838d2d36d0e1,2023-10-05T03:42:25.243Z,3728619b-0c92-4cce-9950-2de619f3f040
1268,,,,,721979.29,43929.52,655398.71,2023-10-05T00:00:00.000Z,,120352,f7d1ccddd596dabe52815c8019df22a1dcc95ceb,2023-10-05T03:42:25.243Z,d9a9a0e3-bc78-4341-818f-7d188dad0076
1304,,,,,,,,,,10446,eca700838aea4566bc4c5c046cb6fa2aa4f9c5be,2023-03-18T13:22:12.883Z,d0f1709b-70b0-4742-a8db-087a0cf406cb
1269,,,,,1737569.4,898066.5,810242.78,2023-10-05T00:00:00.000Z,,1037030,fb5af6a14420734453433d041f4e5286af27241c,2023-10-05T03:42:25.243Z,4e9b24e8-6373-4050-9ea2-64afd61d81eb
1271,,,,,1868757.98,1691960.54,176797.44,2023-10-05T00:00:00.000Z,,495343,7adf2547ba59cff314614c1f11bda2d2a6bfd252,2023-10-05T03:42:25.243Z,227a76e7-31d7-407a-be15-2125824ce6fd
1272,,,,,40588743.22,29892462.64,10342694.45,2023-10-05T00:00:00.000Z,,12665798,3ed59d245b1a2cee546fd2a2801054205f5d3e2a,2023-10-05T03:42:25.243Z,7308a35a-fe03-42ef-83ae-d5d47ff104f0
1273,,,,,3144097.57,2597610.34,546487.23,2023-10-05T00:00:00.000Z,,1764725,24a8ba4c323dadc57cf0e1079ef7937fe7c67781,2023-10-05T03:42:25.243Z,cc1e79b4-6cda-4619-a870-b55613e4c44b
1274,,,,,1525086.7,1060865.15,587622.94,2023-10-05T00:00:00.000Z,,778869,e42b4c8089194dc36aba50c01b7d76dff261ff00,2023-10-05T03:42:25.243Z,dc9094de-77d2-4b6a-945f-077db2e1afab
1275,,,,,5322523.58,2426827.39,2821849.55,2023-10-05T00:00:00.000Z,,853245,573187743708dee37ea1b790f50c23bb1cbb283f,2023-10-05T03:42:25.243Z,20742652-9e31-4c00-bdd8-c6c27a462a6f
1276,,,,,5242416.68,546984.2,4587872.59,2023-10-05T00:00:00.000Z,,1158596,1b0aa342df36d7342dc3dc5e7940d930c1311231,2023-10-05T03:42:25.243Z,efcaef7d-fea9-48c7-a361-150ba75392e3
1277,,,,,8534710.43,1862546.18,6422742.96,2023-10-05T00:00:00.000Z,,2449736,99e1507f01fd0fe0e58173992b994159fb2ba291,2023-10-05T03:42:25.243Z,bb646dde-5540-4451-97a0-40b45b706456
1278,,,,,501235.42,20563.57,469397.28,2023-10-05T00:00:00.000Z,,113954,03a98883384fcc0f6393f1019d3eb97645b7fd17,2023-10-05T03:42:25.243Z,47661180-e8d8-435f-9e73-76f6fa64114c
1279,,,,,48334834.63,3905669.96,43752362,2023-10-05T00:00:00.000Z,,11742244,c52f2e223cc9cfc19594971ad9e4f0d200155d1f,2023-10-05T03:42:25.243Z,3f063a5b-a05f-4d03-8301-61811a7d7d6c
1280,,,,,801099.77,621063.41,162372.31,2023-10-05T00:00:00.000Z,,1152684,6ee4a75f1df0e2412db4596dbdf172052402c2d4,2023-10-05T03:42:25.243Z,265712aa-c4c7-4687-92ad-73d483be051f
1281,,,,,4736115,429615.84,4190877.14,2023-10-05T00:00:00.000Z,,704930,9ce0253557217b584e98c34d9811f6414f5b7b9d,2023-10-05T03:42:25.243Z,bab3874c-9cb3-4caa-8ed0-955cc7170e1b
1282,,,,,10955690.74,1814403.47,8883933.06,2023-10-05T00:00:00.000Z,,2636499,cd1976148bfcba235768addbe714457f3cb6df17,2023-10-05T03:42:25.243Z,ee759666-8ba6-458b-89f9-ae77ce1d6389
1283,,,,,11679939.6,3332720.86,8260184.09,2023-10-05T00:00:00.000Z,,2769144,29f0f51d5082b0a6f9c6613749088546e239bd40,2023-10-05T03:42:25.243Z,90da024c-5d5f-4dc5-9735-c934d27f300e
1284,,,,,4064691.72,950005.26,3086906.66,2023-10-05T00:00:00.000Z,,641581,0d83fd0c13d34f02009216bdb734b6ff0549bc96,2023-10-05T03:42:25.243Z,e17fdf60-f15a-4326-aae8-1cae42545c01
1285,,,,,518798.92,331705.11,182722.6,2023-10-05T00:00:00.000Z,,86350,5da6ad60603625189bfda19bfaddceeb85352211,2023-10-05T03:42:25.243Z,55e45c56-b6d5-454c-ae1e-f0b5d5c7c191
1321,,,,,,,,,,316618,df6801c6e5b9f881d3a53c2d3a22c4230810b14b,2023-03-18T13:22:12.883Z,0d2fd1ca-29c0-4051-8cfe-f94c5d84e50c
1322,,,,,,,,,,305250,00e53ba279f255d17c73e0672b69cc56f0d98c44,2023-03-18T13:22:12.883Z,eebe0137-979a-4510-a840-219d1a52a00c
1286,,,,,2083481.55,147935.45,1935546.1,2023-10-05T00:00:00.000Z,,621569,384a10a630a32ad66aea9ba75cb0e42540c7b21d,2023-10-05T03:42:25.243Z,3f4d17a4-fbc4-4ec9-b665-83b1c21e298d
1287,,,,,3704291.45,2689766.86,906909.42,2023-10-05T00:00:00.000Z,,3182052,f437fdebe09696ae505df38b06bb48ec64afed67,2023-10-05T03:42:25.243Z,a180b3bb-3653-42f9-8b22-fe41ea717c88
1288,,,,,7734889.99,727111.27,6928401.83,2023-10-05T00:00:00.000Z,,1359545,963b4cc238a5bef6684b17636bb06cae484bd30e,2023-10-05T03:42:25.243Z,91844e75-194f-4d46-89af-ee834be8b2e5
1289,,,,,785818.09,84066.71,685083.81,2023-10-05T00:00:00.000Z,,305977,066ba645c30cdf535ff6ab74ffbb69936221e6b8,2023-10-05T03:42:25.243Z,deb54ba5-278f-4c4f-bbbf-fcd6423ef1cf
1292,,,,,298105794.1,143602692.9,150485207.4,2023-10-05T00:00:00.000Z,,67665966,bda3d879abd0a20b8ff9cce08821c8a3f647f673,2023-10-05T03:42:25.243Z,46b4e456-df52-4f08-943c-6283644e350a
1293,,,,,19890308.77,8206956.08,11605641.68,2023-10-05T00:00:00.000Z,,4034816,64be910897f3490ebdcf078314e3f45bc4cde0cd,2023-10-05T03:42:25.243Z,579b5abe-17e3-4f9c-b041-1f2fb110511d
1294,,,,,10347269.34,4079425.04,5840828.95,2023-10-05T00:00:00.000Z,,4277685,2476feebbae1c073580d18c28ae7425f882f6cc9,2023-10-05T03:42:25.243Z,b15e7365-3e6f-4ee4-b73e-db0e4a64356e
1295,,,,,38703382.74,17818465.28,20285139.28,2023-10-05T00:00:00.000Z,,9436261,9a86acc205cb9c765aab7ff88e0a65fe81033492,2023-10-05T03:42:25.243Z,0a4390c2-7425-48d1-9025-b82ec63f42c8
1296,,,,,41182922.07,10759369.68,29436671.56,2023-10-05T00:00:00.000Z,,4413443,7b9d2171064b803664f3beab0527f28a187a3404,2023-10-05T03:42:25.243Z,4a11afc1-2572-45fd-bcca-6068157a21c4
1297,,,,,3374929.57,413506.66,2970485.64,2023-10-05T00:00:00.000Z,,831368,d4c30a7833ccd6bf466ef64ca181aaf0c3fc852a,2023-10-05T03:42:25.243Z,d94db6cf-ad16-4bb8-be66-4fdbbaf316b5
1299,,,,,20544924.45,13046343.17,7178637.83,2023-10-05T00:00:00.000Z,,6074584,3f461defff3b04bd4fd07b8ce9d4fb0851112267,2023-10-05T03:42:25.243Z,943103dd-4ac5-4734-b835-e962a98f1c50
1300,,,,,34309695.49,16704381.41,17070710.07,2023-10-05T00:00:00.000Z,,3599288,472f6c588619c4732cc86d804b2c116acbcd74f2,2023-10-05T03:42:25.243Z,d325c842-fac1-49e4-8e08-e841633ddb81
1301,,,,,1968329.67,18254.17,1953360.86,2023-10-05T00:00:00.000Z,,7803,66552078e9368eb0cae04bdede20c27f1c4e13a7,2023-10-05T03:42:25.243Z,8c7e696d-a719-47e8-b7e1-b3732991d241
1302,,,,,1875868.51,590763.4,1224126.36,2023-10-05T00:00:00.000Z,,107462,b91b195032d6f16ae1c7cbc251f743ebc877cd9e,2023-10-05T03:42:25.243Z,80af603b-3b39-4d79-a9cd-edf54100a3ce
1303,,,,,5462529.93,1195275.68,4267254.25,2023-10-05T00:00:00.000Z,,1061424,23565c2ad816055b79b17b2c690cbe774eaf6d45,2023-10-05T03:42:25.243Z,e10e30d3-55c8-4ecc-b828-17c4e8350d14
1305,,,,,594693.82,73108.21,521585.61,2023-10-05T00:00:00.000Z,,11345,5c25b98ad8e2f912ca6258f076a8b4c072fb3c8e,2023-10-05T03:42:25.243Z,d6e7b8ce-8ac1-40d4-a1fa-6a67abde3c50
1339,,,,,,,,,,896815,2fddd87cac23642be8ba270d84e2bb13c90b58dc,2023-03-18T13:22:12.883Z,9e76bea2-e716-4941-847b-f9bc5f271dbb
1340,,,,,,,,,,311009,298b989ad5d263b01b7d7a983c17a1e3304968f4,2023-03-18T13:22:12.883Z,f125dfb7-2a30-495e-949a-98e7613c4cdd
1341,,,,,,,,,,13056,57f82ef8c8a353f683c9cb30970e35127cb83b8a,2023-03-18T13:22:12.883Z,5169019b-820f-49ff-bd8e-b39f1a40a7d2
1342,,,,,,,,,,1000930,9ad21c6b71c474d559e410575a974b2882e1c26d,2023-03-18T13:22:12.883Z,15c8b080-f629-446d-9924-ba75f45ab04d
1306,,,,,106261560.3,32644798.12,72246572.61,2023-10-05T00:00:00.000Z,,21423043,a9e87400850fcffa81d9a291aad0625cab14c92d,2023-10-05T03:42:25.243Z,7207246d-71af-4ea0-bacd-377c7060f581
1307,,,,,1010652.61,397663.92,612988.69,2023-10-05T00:00:00.000Z,,111961,9556f719acdcc664e93d548f6bfc99e051401acb,2023-10-05T03:42:25.243Z,e2c120e6-4942-4c35-bdce-4508774b0ebb
1308,,,,,920741.26,21376.49,880889.25,2023-10-05T00:00:00.000Z,,136145,1a740f4bee22e583814eec4fe964ba96d0049fa4,2023-10-05T03:42:25.243Z,8554fd7b-5971-44e9-a14d-e507cc97cbc3
5467,,,,,,,,,,0,5ba5da0cfe4cd03942004c04f294bf7492e94587,2023-07-06T23:02:58.335Z,36af7f94-d842-4c4c-bac5-7ab68c57b21b
1346,,,,,,,,,,25581719,de80b569ba429dbe71a53c81c5a075ad13e80223,2023-03-18T13:22:12.883Z,4e321bd0-347b-48ba-970e-9e598d5f9945
5468,,,,,,,,,,0,71c10390f28cbe1cf2bf8fde8c26c5b9c0bb246e,2023-07-06T23:02:58.335Z,076fb178-011d-4c46-997f-6139f3dc96db
1309,,,,,4844695.58,1257343.05,1891051.87,2023-10-05T00:00:00.000Z,,1847365,dc823fa00bb36b0e424952484a6bfef4c5141bee,2023-10-05T03:42:25.243Z,ac771f9b-6076-43d7-8e40-466a6c6edcc1
1310,,,,,4680340.29,1386231.25,3245139.39,2023-10-05T00:00:00.000Z,,250405,f522f03b5aae7c33a91b5fcf48df635b84af144c,2023-10-05T03:42:25.243Z,93acb8f2-7823-48d5-b570-84b96f196712
1311,,,,,36909135.59,26066940.79,10849669.36,2023-10-05T00:00:00.000Z,,5289650,3c68d5b75ab68507e420b75d2a288bd1cf70601f,2023-10-05T03:42:25.243Z,b661a79a-5291-47e3-ad03-28f7bb39653e
1312,,,,,27368107.85,20690288.33,6631775.1,2023-10-05T00:00:00.000Z,,3453353,6157e4f9b4cdbcdb1bb6e56706ac49a2d7d10c4f,2023-10-05T03:42:25.243Z,076fd599-c2fe-4234-b201-6a8dd7e3de7c
1313,,,,,8726361.63,3164581.04,5580429.08,2023-10-05T00:00:00.000Z,,1311471,865a51142e3a6ce4593a05f639144868fcbdecac,2023-10-05T03:42:25.243Z,bdd1e87f-7896-45d9-9741-0cd618c93dc1
1314,,,,,2605294.29,1170005.58,1430613.75,2023-10-05T00:00:00.000Z,,405517,fdb697f5949aa3e4399dd3c55fcfc25f90624bc2,2023-10-05T03:42:25.243Z,e2ca4a85-832a-4e38-a16c-2d3cb424d649
1315,,,,,2043473.79,1256195.35,847752.31,2023-10-05T00:00:00.000Z,,662973,12c990a6814364bf99f3a454e69ce4f57427f25b,2023-10-05T03:42:25.243Z,f40d340e-216f-4afd-a4bb-0bee925e3ace
1316,,,,,10798817.35,6382892.52,4291133.67,2023-10-05T00:00:00.000Z,,1583458,26c46208c1a4561cc7bc72b7fcec6837e79d029f,2023-10-05T03:42:25.243Z,b4bbef70-7dbc-451c-b89c-815b233dca4d
1317,,,,,3394920.15,1502165.83,1892754.32,2023-10-05T00:00:00.000Z,,438084,b384754d0cac258901c0d35868ac25f6fe8d4e53,2023-10-05T03:42:25.243Z,221268e6-4a6b-44a4-8ddc-53ad68c1bdcb
1318,,,,,13588960.08,13193223.02,451699.92,2023-10-05T00:00:00.000Z,,1454376,be837aefdb276ac197796e5f6e0fea1378837932,2023-10-05T03:42:25.243Z,71de34e5-16b4-4902-a642-208ba606169c
